date,股票_大盘,股票_成长,基金_混合,基金_债券,债券_国债,现金
2020-01-01,100.36463916035918,49.316286787501774,10.004883826512977,1.0019979488248008,99.85157771814644,1.0000167703461584
2020-01-02,99.26181753284877,50.57957653812003,10.027487703745463,1.0060458301988147,100.11004726545171,1.000029145771332
2020-01-03,98.82880544194727,51.80643496707745,10.000468698740287,1.0088087101897871,100.296811452283,1.000068315770716
2020-01-06,98.20396954745549,50.27967795962788,9.987921180637409,1.0064271429843517,100.43004653927763,1.0002145733516716
2020-01-07,99.31078456370574,48.924208622504736,9.89522908665287,1.0078891491287434,100.24181602269663,1.000284038231041
2020-01-08,98.83458160445599,47.38364938021313,9.705677874775729,1.0074849947290279,100.59475684613278,1.0004323528506303
2020-01-09,99.49635112104949,49.098161789029035,9.729764894221791,1.0074077233919183,100.41417799068195,1.000380991549542
2020-01-10,102.08889228181546,49.19999489930357,9.668537520800882,1.005769086596227,100.58238832801594,1.0005045450569803
2020-01-13,103.76734356682627,49.171854161828186,9.700184029039713,1.0056276672997149,100.53818454857287,1.0006895108335538
2020-01-14,103.23568213219627,49.71145969112623,9.771817522998862,1.0085018427031462,100.43745534201409,1.000743883173066
2020-01-15,102.82686675073936,48.834915178536555,9.77348203632051,1.0059213898686117,100.18500875174144,1.0009698251489412
2020-01-16,103.45947420911587,48.68906385062268,9.795509372389594,1.0061283094869844,100.40605654031516,1.0009862290516751
2020-01-17,101.34734070911114,47.63209406248243,9.689818871591982,1.011255890330131,100.24105486492635,1.0010304137191302
2020-01-20,100.29232814272001,48.20030255592155,9.751553616329893,1.0099180557736869,100.07427874442239,1.0009835250775538
2020-01-21,100.95714514456418,47.36092207151576,9.626127945062862,1.0088260552969683,100.16863020512329,1.0010398855784843
2020-01-22,100.83915726352863,47.70487838998963,9.592942870121522,1.0115798963082046,100.33099394550197,1.0010401098533834
2020-01-23,103.3688847993539,48.69098896672877,9.522832098192598,1.0119788706604305,100.47929751467046,1.0012482766996802
2020-01-24,102.60730986129944,48.603555179958704,9.527401458522913,1.0118154555245127,100.5077299431119,1.0013652921884724
2020-01-27,101.3031058070912,49.38846751144116,9.521404736453901,1.017159890061473,100.2685555454128,1.0015431082121744
2020-01-28,100.21378635667553,48.292211030391506,9.413435911547857,1.0130427050826478,100.29012997649271,1.0017390645381445
2020-01-29,100.27129745995383,47.237522661587406,9.373052760382176,1.0127673400168358,99.95470265327312,1.0017485771392571
2020-01-30,100.10804461993487,47.4539801244818,9.277494305621747,1.0113981322751513,100.02831360489746,1.0017311982888368
2020-01-31,103.00183098572607,47.283115956606224,9.236245363409711,1.0064846687073545,100.13012074916735,1.0019153350071988
2020-02-03,102.52587488476259,46.05770723786511,9.262174133629966,1.0038880779877672,100.17374313689378,1.0019374563263328
2020-02-04,102.63694617023828,45.65824932598579,9.15752604254774,1.0039389789719375,100.02234064158858,1.002040997094396
2020-02-05,103.82787045995026,46.72653170679441,9.276564079940286,0.9992743177419577,100.20576663732977,1.0020910924112416
2020-02-06,103.72786992496813,46.12662708164829,9.244270048125564,0.9990358422172252,100.29764207467713,1.0021772585092177
2020-02-07,104.49797046836987,46.167815760163535,9.294112832074271,0.9983654220359444,99.89087599997733,1.0022297900697943
2020-02-10,105.06086314324976,45.84691748800118,9.45613767037577,1.0016542829352584,99.59076675707487,1.0023367460576398
2020-02-11,106.21702943474237,46.03374060833149,9.341322686938495,1.0028107964080983,99.66295678302507,1.0023812138644868
2020-02-12,104.39102205941921,46.357925225362195,9.310573055153402,1.0028441512216544,99.58752947527411,1.0025152029550028
2020-02-13,105.50079067923501,46.898295938133316,9.292032069767817,1.0027829458932283,99.39599157833706,1.0025473538510443
2020-02-14,105.35894696128129,47.3815460769713,9.229531208463708,1.001540998689732,99.34871861143229,1.0026860653009704
2020-02-17,105.64961676158039,48.146321255094,9.310058839888743,1.0001839564043857,99.1694272592436,1.002682762257301
2020-02-18,105.17793210188738,48.55590863676234,9.299405113689302,1.0005000900004586,99.27471000955707,1.0027324719359614
2020-02-19,107.44213054353195,48.75607499967037,9.392421952530357,0.9975859650756532,99.28073307263188,1.002750324482828
2020-02-20,104.74811471029268,48.304786967191326,9.355867143130153,0.9932456352756164,99.30121221670665,1.0028468018917682
2020-02-21,106.65348516963097,45.597827498247085,9.383668778314197,0.992275672694518,99.0933490366846,1.0028904809152277
2020-02-24,105.78696024507977,45.27744180144215,9.35519241967335,0.9938493470755961,98.74741739561803,1.0030088076969585
2020-02-25,107.88733521268765,44.62052567012468,9.327918435333043,0.9914835159933573,98.80969020558663,1.0031054450729064
2020-02-26,109.60359668831225,44.049824893819014,9.346714670477786,0.9832566214788102,98.88144300077701,1.003126484853672
2020-02-27,111.05823120439784,42.64476011068773,9.390428828090947,0.9849611472178966,98.68189150697066,1.0031703668202125
2020-02-28,112.26756008560719,43.272183602122894,9.33268535310756,0.9850982348767992,98.72291137735984,1.0032436651890948
2020-03-02,115.56514320228939,41.7918473404749,9.2761978315838,0.9840310949636777,98.5629001921125,1.003300637568722
2020-03-03,114.74766152850984,42.14124960775454,9.232999587573977,0.9837012501636548,98.43560221384028,1.0033856103785455
2020-03-04,113.9556101002644,41.971731696528735,9.225418346873992,0.9852470778861108,98.40915960840823,1.0034964645538966
2020-03-05,113.06267640137418,42.33351383165029,9.130111395011717,0.9890914436660893,98.78712328106953,1.0035789694534036
2020-03-06,114.43362135406673,43.05346432362595,9.11408999403478,0.988201572216728,98.95255619348124,1.0037215987224273
2020-03-09,112.62051128079219,44.73779892004397,9.194883485889072,0.9879948722239296,98.76658212384874,1.0037540317509985
2020-03-10,114.10969129996734,45.93188130627474,9.104826674380865,0.9938795544352397,98.88108408047407,1.0039256153474947
2020-03-11,113.74089501834607,46.87955927417562,9.090310488316437,0.9963161550867513,98.9439238007999,1.0039448785591205
2020-03-12,112.26564755120172,48.19776849887576,9.214964159240235,0.992922472590818,99.02423819069978,1.0041205381994889
2020-03-13,110.79573117230649,48.262364952998205,9.176471824859064,0.9886491010057776,99.07252010959652,1.0042491847482224
2020-03-16,109.7326184953107,48.36497029996272,9.11634791135282,0.9955549291080195,99.06288209199302,1.0044263558147837
2020-03-17,107.74002124929494,47.947969947052705,9.137737133672925,0.9902158805248719,98.68415355903505,1.0045954124243786
2020-03-18,108.48320338401074,48.24128172637622,9.140062123651129,0.9925893718972882,98.52065511167525,1.0047799171980545
2020-03-19,109.69718817982493,49.28723537735484,9.20192326537775,0.9905823295397215,98.5835869916539,1.0047744299633434
2020-03-20,111.07422932407478,49.28978096139798,9.094611493086635,0.9915371380586198,98.67485480773307,1.0047769448503245
2020-03-23,110.24471522826316,49.30957007231392,9.101094435463462,0.9949591197170256,98.7641800161922,1.0048073318854422
